gene_id,Symbol,product,,gene_synonym,EC_number
b3477,nikB,Ni(2(+)) ABC transporter membrane subunit NikB,,ECK3461; hydC; hydD,
b3478,nikC,Ni(2(+)) ABC transporter membrane subunit NikC,,ECK3462; hydC; hydD,
b3479,nikD,Ni(2(+)) ABC transporter ATP binding subunit NikD,,ECK3463; hydC; hydD,
b3480,nikE,Ni(2(+)) ABC transporter ATP binding subunit NikE,,ECK3464; hydC; hydD,
b3481,nikR,DNA-binding transcriptional repressor NikR,,ECK3465; yhhG,
b3482,rhsB,rhs element protein RhsB,,ECK3466,
b3483,yhhH,PF15631 family protein YhhH,,ECK3467,
b4552,yrhC,,,ECK3468,
b3484,yhhI,putative transposase,,ECK3469,
b3485,yhhJ,ABC transporter family protein YhhJ,,ECK3470,
b3486,rbbA,ribosome-associated ATPase,,ECK3471; yhiG; yhiH,
b3487,yhiI,putative membrane fusion protein YhiI,,ECK3472,
b4790,yhiY,protein YhiY,,ECK4647,
b3488,yhiJ,DUF4049 domain-containing protein YhiJ,,ECK3473,
b4660,yhiL,,,b3489; b3490; ECK3474; ECK3475; yhiK,
b3491,yhiM,inner membrane protein YhiM,,ECK3476,
b3492,yhiN,putative oxidoreductase YhiN,,ECK3477,
b3493,pitA,metal phosphate:H(+) symporter PitA,,ECK3478; pit,
b3494,uspB,universal stress protein B,,ECK3479; yhiO,
b3495,uspA,universal stress protein A,,ECK3480,
b4791,yriA,protein YriA,,ECK4648,
b4792,yriB,protein YriB,,ECK4649,
b3496,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,,ECK3481; yhiP,
b3497,rsmJ,16S rRNA m(2)G1516 methyltransferase,,ECK3482; yhiQ,2.1.1.242
b3498,prlC,oligopeptidase A,,ECK3483; opdA,3.4.24.70
b3499,rlmJ,23S rRNA m(6)A2030 methyltransferase,,ECK3484; yhiR,2.1.1.266
b3500,gor,glutathione reductase (NADPH),,ECK3485; gorA,1.8.1.7
b4613,dinQ,membrane toxin DinQ,,ECK4422,
b4712,agrA,small RNA AgrA,,ECK4569,
b4713,agrB,small regulatory RNA AgrB,,ECK4570,
b3501,arsR,DNA-binding transcriptional repressor ArsR,,arsE; ECK3486,
b3502,arsB,arsenite/antimonite:H(+) antiporter,,arsF; ECK3487,
b3503,arsC,arsenate reductase,,arsG; ECK3488,1.20.4.1
b3504,yhiS,putative uncharacterized protein YhiS,,ECK3489,
b3505,insH11,IS5 transposase and trans-activator,,ECK0261; trs5-11; yi52_11,
b3506,slp,starvation lipoprotein,,ECK3490,
b3507,dctR,putative DNA-binding transcriptional regulator DctR,,ECK3491; yhiF,
b3508,yhiD,inner membrane protein YhiD,,ECK3492; yhhE,
b3509,hdeB,periplasmic acid stress chaperone HdeB,,ECK3493; yhhD; yhiC,
b3510,hdeA,periplasmic acid stress chaperone HdeA,,ECK3494; yhhC; yhiB,
b3511,hdeD,acid-resistance membrane protein,,ECK3495; yhiA,
b4704,arrS,small regulatory RNA ArrS,,ECK4516,
b3512,gadE,DNA-binding transcriptional activator GadE,,ECK3496; yhiE; yhiT,
b4718,gadF,small regulatory RNA GadF,,ECK4575,
b3513,mdtE,multidrug efflux pump membrane fusion protein MdtE,,ECK3497; yhiU,
b3514,mdtF,multidrug efflux pump RND permease MdtF,,ECK3498; yhiV,
b3515,gadW,DNA-binding transcriptional dual regulator GadW,,ECK3499; yhiW,
b4452,gadY,small regulatory RNA GadY,,ECK3500; IS183,
b3516,gadX,DNA-binding transcriptional dual regulator GadX,,ECK3501; yhiX,
b3517,gadA,glutamate decarboxylase A,,ECK3502; gadS,4.1.1.15
b3518,ccp,cytochrome c peroxidase,,ECK3503; yhjA,
b3519,treF,cytoplasmic trehalase,,ECK3504,3.2.1.28
b3520,yhjB,putative DNA-binding transcriptional regulator YhjB,,ECK3505,
b3521,rcdB,putative DNA-binding transcriptional regulator YhjC,,ECK3506; yhjC,
b3522,yhjD,putative transporter YhjD,,ECK3507,
b3523,yhjE,putative transporter YhjE,,ECK3508,
b3524,yhjG,AsmA family protein YhjG,,ECK3509; yhjF,
b3525,pdeH,cyclic di-GMP phosphodiesterase PdeH,,ECK3510; yhjH,3.1.4.52
b3526,kdgK,2-dehydro-3-deoxygluconokinase,,ECK3511; yhjI,2.7.1.45
b3527,yhjJ,peptidase M16 family protein YhjJ,,ECK3512,
b3528,dctA,C4 dicarboxylate/orotate:H(+) symporter,,ECK3513,
b3529,pdeK,c-di-GMP phosphodiesterase PdeK,,ECK3514; yhjK,3.1.4.52
b3530,bcsC,cellulose synthase outer membrane channel,,ECK3515; yhjL,
b3531,bcsZ,"endo-1,4-D-glucanase",,bcsC; ECK3516; yhjM,3.2.1.4
b3532,bcsB,cellulose synthase periplasmic subunit,,ECK3517; yhjN,2.4.1.12
b3533,bcsA,cellulose synthase catalytic subunit,,ECK3518; yhjO; yhjP,2.4.1.12
b3534,bcsQ,,,ECK3519; yhjQ,
b3535,yhjR,PF10945 family protein YhjR,,bcsR; ECK3520,
b3536,bcsE,c-di-GMP-binding protein BcsE,,ECK3521; yhjS,
b3537,bcsF,putative cellulose biosynthesis protein BcsF,,ECK3522; yhjT,
b3538,bcsG,cellulose phosphoethanolamine transferase,,ECK3523; yhjU,
b4453,ldrD,small toxic polypeptide LdrD,,ECK3524,
b4454,rdlD,antisense regulatory RNA RdlD,,ECK3525,
b3539,yhjV,putative transporter YhjV,,ECK3526,
b3540,dppF,dipeptide ABC transporter ATP binding subunit DppF,,dppE; ECK3527,7.4.2.9
b3541,dppD,dipeptide ABC transporter ATP binding subunit DppD,,ECK3528,7.4.2.9
b3542,dppC,dipeptide ABC transporter membrane subunit DppC,,ECK3529,7.4.2.9
b3543,dppB,dipeptide ABC transporter membrane subunit DppB,,ECK3530,7.4.2.9
b3544,dppA,dipeptide ABC transporter periplasmic binding protein,,alu; dpp; ECK3531; fpp,7.4.2.9
b3545,proK,tRNA-Pro,,ECK3532; proV,
b3546,eptB,phosphoethanolamine transferase EptB,,ECK3533; yhjW,2.7.8.42
b3547,yhjX,putative transporter YhjX,,ECK3534,
b3548,yhjY,putative outer membrane protein YhjY,,ECK3535,
b3549,tag,"3-methyl-adenine DNA glycosylase I, constitutive",,ECK3536; tagA,3.2.2.20
b3550,yiaC,peptidyl-lysine N-acetyltransferase YiaC,,ECK3537,
b3551,bisC,biotin sulfoxide reductase,,ECK3538,1.8.4.13
b3552,yiaD,PF13488 family lipoprotein YiaD,,ECK3539,
b3553,ghrB,glyoxylate reductase,,ECK3540; tkrA; yiaE,1.1.1.215; 1.1.1.79
b3554,yiaF,DUF3053 domain-containing protein YiaF,,ECK3541,
b3555,yiaG,putative DNA-binding transcriptional regulator YiaG,,ECK3542,
b3556,cspA,cold shock protein CspA,,ECK3543,
b4793,ysaE,protein YsaE,,ECK4650,
b4647,mokA,,,ECK4448,
b4455,hokA,small toxic polypeptide,,ECK3544; yiaZ,
b3557,insJ,insertion element IS150 protein InsA,,ECK3545; yi5A,
b3558,insK,IS150 conserved protein InsB,,dinS; ECK3546; t150; yi5B,
b4614,sokA,,,ECK4423,
b3559,glyS,glycine--tRNA ligase,,ECK3547,6.1.1.14
b3560,glyQ,glycine--tRNA ligase subunit alpha,,cfcA; ECK3548; glyS(A),6.1.1.14
b4553,ysaB,putative lipoprotein YsaB,,ECK3549,
b3561,wecH,O-acetyltransferase WecH,,ECK3550; yiaH,
b3562,yiaA,PF05360 family inner membrane protein YiaA,,ECK3551,
b3563,yiaB,PF05360 family inner membrane protein YiaB,,ECK3552,
b3564,xylB,xylulokinase,,ECK3553,2.7.1.17
b4834,xylZ,small RNA XylZ,,ECK4691,
b3565,xylA,xylose isomerase,,ECK3554,5.3.1.5
b3566,xylF,xylose ABC transporter periplasmic binding protein,,ECK3555; xylT,7.5.2.10
b3567,xylG,xylose ABC transporter ATP binding subunit,,ECK3556,7.5.2.10
b3568,xylH,xylose ABC transporter membrane subunit,,ECK3557,7.5.2.10
b3569,xylR,DNA-binding transcriptional dual regulator XylR,,ECK3558,
b3570,bax,putative glycoside hydrolase Bax,,ECK3559,
b4794,baxL,putative translational regulatory protein BaxL,,ECK4651,
b3571,malS,alpha-amylase,,ECK3560,
b3572,avtA,valine--pyruvate aminotransferase,,ECK3561,2.6.1.66
b3573,ysaA,putative electron transport protein YsaA,,ECK3562; yiaI,
b3574,plaR,DNA-binding transcriptional repressor PlaR,,ECK3563; yiaJ,
b3575,yiaK,"2,3-diketo-L-gulonate reductase",,ECK3564,1.1.1.130
b3576,yiaL,DUF386 domain-containing protein YiaL,,ECK3565,
b3577,yiaM,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",,ECK3566,
b3578,yiaN,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",,ECK3567,
b3579,yiaO,"2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein",,ECK3568,
b3580,lyxK,L-xylulose kinase,,ECK3569; lyx; sgbK; xylK; yiaP,2.7.1.53
b3581,sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,,ECK3570; yiaQ,4.1.1.85
b3582,sgbU,putative L-xylulose 5-phosphate 3-epimerase,,ECK3571; yiaR,5.1.3.22
b3583,sgbE,L-ribulose-5-phosphate 4-epimerase SgbE,,ECK3572; yiaS,5.1.3.4
b4648,ysaC,,,ECK4459,
b4649,ysaD,,,ECK4460,
b3584,yiaT,outer membrane protein YiaT,,ECK3573,
b3585,yiaU,DNA-binding transcriptional activator YiaU,,ECK3574,
b3586,yiaV,putative membrane fusion protein YiaV,,ECK3575,
b3587,yiaW,DUF3302 domain-containing protein YiaW,,ECK3576,
b3588,aldB,aldehyde dehydrogenase B,,ECK3577; yiaX,
b3589,yiaY,L-threonine dehydrogenase,,ECK3578,1.1.1.103
b3590,selB,selenocysteyl-tRNA-specific translation elongation factor,,ECK3579; fdhA,3.6.5.3
b3591,selA,selenocysteine synthase,,ECK3580; fdhA,2.9.1.1
b3592,yibF,glutathione transferase-like protein YibF,,ECK3581,
b3593,rhsA,rhs element protein RhsA,,ECK3582,
b3594,yibA,putative lyase containing HEAT-repeat,,ECK3583,
b3595,yibJ,,,ECK3584; rhsJ,
b3596,yibG,tetratricopeptide-like domain-containing protein YibG,,ECK3585,
b4650,yibS,,,ECK4440,
b4651,yibW,,,ECK4450,
b4615,yibV,PF15596 family protein YibV,,ECK4424,
b4652,yibU,,,ECK4449,
b3597,yibH,inner membrane protein YibH,,ECK3586,
b3598,yibI,DUF3302 domain-containing protein YibI,,ECK3587,
b3599,mtlA,mannitol-specific PTS enzyme IICBA component,,ECK3588; mtlC,2.7.1.197; 2.7.1.198
b3600,mtlD,mannitol-1-phosphate 5-dehydrogenase,,ECK3589,1.1.1.17
b3601,mtlR,transcriptional repressor MtlR,,ECK3590,
b4554,yibT,protein YibT,,ECK3591,
b3602,yibL,DUF2810 domain-containing protein YibL,,ECK3592,
b3603,lldP,lactate/glycolate:H(+) symporter LldP,,ECK3593; lct; lctP,
b3604,lldR,DNA-binding transcriptional dual regulator LldR,,ECK3594; lct; lctR,
b3605,lldD,L-lactate dehydrogenase,,ECK3595; lct; lctD,
b3606,trmL,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,,ECK3596; yibK,2.1.1.207
b3607,cysE,serine acetyltransferase,,ECK3597,2.3.1.30
b3608,gpsA,glycerol-3-phosphate dehydrogenase,,ECK3598,1.1.1.94
b3609,secB,protein export chaperone SecB,,ECK3599,
b3610,grxC,reduced glutaredoxin 3,,ECK3600; yibM,1.8.4.2
b3611,yibN,putative sulfurtransferase YibN,,ECK3601,
b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",,ECK3602; gpmC; gpmI; pgmI; yibO,5.4.2.12
b3613,envC,murein hydrolase activator EnvC,,ECK3603; slm11; yibP,
b3614,yibQ,divergent polysaccharide deacetylase domain-containing protein YibQ,,ECK3604,
b3615,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,,ECK3605; yibD,2.4.1.17
b3616,tdh,threonine dehydrogenase,,ECK3606,1.1.1.103
b3617,kbl,2-amino-3-ketobutyrate CoA ligase,,ECK3607,2.3.1.29
b3618,htrL,protein HtrL,,ECK3608; yibB,
b3619,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase,,ECK3609; hldD; htrM; nbsB; waaD,5.1.3.20
b3620,waaF,ADP-heptose--LPS heptosyltransferase 2,,ECK3610; rfaF,2.4.99.24
b3621,waaC,ADP-heptose:LPS heptosyltransferase 1,,ECK3611; rfa-2; rfaC; yibC,2.4.99.23
b3622,waaL,O-antigen ligase,,ECK3612; rfaL,2.4.99.26
b4795,yibX,protein YibX; protein YibX-S,,ECK4652,
b4796,yibY,protein YibY,,ECK4653,
b3623,waaU,putative ADP-heptose:LPS heptosyltransferase 4,,ECK3613; rfaK,
b3624,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,,ECK3614; rfaZ,2.4.99.15
b3625,waaY,lipopolysaccharide core heptose (II) kinase,,ECK3615; rfaY,
b3626,waaJ,"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",,ECK3616; rfaJ; waaR,2.4.1.58
b3627,waaO,"UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase",,ECK3617; rfaI; waaI,2.4.1.73
b3628,waaB,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",,ECK3618; lps; rfaB; syn,
b3629,waaS,lipopolysaccharide core biosynthesis protein WaaS,,ECK3619; rfaS,
b3630,waaP,lipopolysaccharide core heptose (I) kinase,,ECK3620; rfaP,2.7.1.235
b3631,waaG,lipopolysaccharide glucosyltransferase I,,ECK3621; rfaG,
b3632,waaQ,lipopolysaccharide core heptosyltransferase 3,,ECK3622; rfaQ,2.4.99.25
b4760,rirA,small regulatory RNA RirA,,ECK4617,
b3633,waaA,KDO transferase,,ECK3623; kdtA,2.4.99.12; 2.4.99.13
b3634,coaD,pantetheine-phosphate adenylyltransferase,,ECK3624; kdtB; yicA,2.7.7.3
b3635,mutM,DNA-formamidopyrimidine glycosylase,,ECK3625; fpg,3.2.2.23
b3636,rpmG,50S ribosomal subunit protein L33,,ECK3626,
b3637,rpmB,50S ribosomal subunit protein L28,,ECK3627,
b3638,yicR,RadC-like JAB domain-containing protein YicR,,ECK3628; radC,
b3639,dfp,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,,coaBC; ECK3629,4.1.1.36; 6.3.2.5
b3640,dut,dUTP diphosphatase,,dnaS; ECK3630; sof,3.6.1.23
b3641,slmA,nucleoid occlusion factor SlmA,,ECK3631; ttk; yicB,
b3642,pyrE,orotate phosphoribosyltransferase,,ECK3632,2.4.2.10
b3643,rph,truncated RNase PH,,ECK3633,2.7.7.56; 3.1.13.4
b3644,yicC,putative RNase adaptor protein YicC,,ECK3634,4.6.1.21
b3645,dinD,DNA damage-inducible protein D,,ECK3635; pcsA; yicD,
b3646,yicG,PF03458 family inner membrane protein YicG,,ECK3636,
b3647,ligB,DNA ligase B,,ECK3637; yicF,6.5.1.2
b3648,gmk,guanylate kinase,,ECK3638; spoR,2.7.4.13; 2.7.4.8
b3649,rpoZ,RNA polymerase subunit omega,,ECK3639; spoS,
b3650,spoT,bifunctional (p)ppGpp synthase/hydrolase SpoT,,ECK3640,3.1.7.2
b3651,trmH,tRNA (Gm18) 2'-O-methyltransferase,,ECK3641; spoU,2.1.1.34
b3652,recG,ATP-dependent DNA helicase RecG,,ECK3642; radC; spoV,5.6.2.4
b3653,gltS,glutamate:sodium symporter,,ECK3643; gltC,
b3654,xanP,xanthine:H(+) symporter XanP,,ECK3644; yicE,
b3655,yicH,AsmA family protein YicH,,ECK3645,
b3656,yicI,alpha-D-xyloside xylohydrolase,,ECK3646,3.2.1.177
b3657,yicJ,putative xyloside transporter YicJ,,ECK3647,
b3658,selC,tRNA-Sec,,ECK3648; fdhC,
b4653,yicT,,,ECK4456; erhM; rhuM,
b3659,setC,putative exporter SetC,,ECK3649; yicK,
b3660,yicL,putative transporter YicL,,ECK3650,
b4797,yicU,protein YicU,,ECK4654,
b3661,nlpA,lipoprotein-28,,ECK3651,
b4555,yicS,uncharacterized protein YicS,,ECK3652,
b3662,nepI,purine ribonucleoside exporter,,ECK3653; yicM,
b3663,yicN,DUF1198 domain-containing protein YicN,,ECK3654,
b3664,adeQ,adenine transporter,,ECK3655; yicO,
b3665,adeD,adenine deaminase,,ade; adu; ECK3656; yicP,1.11.1.6; 3.5.4.2
b4829,uhpU,small RNA UhpU,,ECK4686,
b3666,uhpT,hexose-6-phosphate:phosphate antiporter,,ECK3657,
b3667,uhpC,inner membrane protein sensing glucose-6-phosphate,,ECK3658,
b3668,uhpB,sensor histidine kinase UhpB,,ECK3659,2.7.13.3
b3669,uhpA,DNA-binding transcriptional activator UhpA,,ECK3660,
b3670,ilvN,acetohydroxy acid synthase I subunit IlvN,,ECK3661,2.2.1.6
b3671,ilvB,acetohydroxy acid synthase I subunit IlvB,,ECK3662,2.2.1.6
b3672,ivbL,ilvBN operon leader peptide,,ECK3663,
b4616,istR,small RNA IstR-2; small regulatory RNA IstR-1,,ECK4425; istR-1; istR-2; psrA19,
b4618,tisB,membrane-depolarizing toxin TisB,,ECK4427; ysdB,
b4798,ysdE,protein YsdE,,ECK4655,
b3673,emrD,multidrug efflux pump EmrD,,ECK3664; yicQ,
b3674,yidF,uncharacterized protein YidF,,ECK3665,
b3675,yidG,inner membrane protein YidG,,ECK3666,
b3676,yidH,DUF202 domain-containing inner membrane protein YidH,,ECK3667,
b3677,yidI,putative inner membrane protein YidI,,ECK3668,
b3678,yidJ,putative sulfatase/phosphatase YidJ,,ECK3669,
b3679,yidK,putative transporter YidK,,ECK3670,
b3680,yidL,putative DNA-binding transcriptional regulator YidL,,ECK3671,
b4556,glvG,,,b3681; ECK3672; ECK3673; yidM; ysdC,
b3682,glvB,putative PTS enzyme II component GlvB,,ECK3674; yidN; yidO,
b3683,glvC,putative PTS enzyme II component GlvC,,ECK3675; ptiC,
b3684,yidP,putative DNA-binding transcriptional regulator YidP,,ECK3676,
b3685,yidE,putative transport protein YidE,,ECK3677; yibE,
b3686,ibpB,small heat shock protein IbpB,,ECK3678; hslS; htpE,
b3687,ibpA,small heat shock protein IbpA,,ECK3679; hslT; htpN,
b3688,yidQ,DUF1375 domain-containing putative lipoprotein YidQ,,ecfI; ECK3680,
b3689,yidR,DUF3748 domain-containing galacturonate catabolism protein YidR,,ECK3681,
b3690,cbrA,colicin M resistance protein,,ECK3682; yidS,
b3691,dgoT,D-galactonate:H(+) symporter,,ECK3683; yidT,
b4478,dgoD,D-galactonate dehydratase,,b3692; ECK3684; yidU,4.2.1.6
b4477,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,,b3692; ECK3685; yidU,4.1.2.21
b3693,dgoK,2-dehydro-3-deoxygalactonokinase,,ECK3686; yidV,2.7.1.58
b4479,dgoR,DNA-binding transcriptional regulator DgoR,,b3694; b3695; ECK3687; yidW,
b3696,yidX,putative lipoprotein YidX,,ECK3688,
b3697,yidA,sugar phosphatase YidA,,ECK3689,3.1.3.23
b3698,yidB,DUF937 domain-containing protein YidB,,ECK3690,
b3699,gyrB,DNA gyrase subunit B,,acrB; Cou; ECK3691; himB; hisU; hopA; nalC; parA; pcbA; pcpA,5.6.2.2
b3700,recF,recombination mediator protein RecF,,ECK3692; uvrF,
b3701,dnaN,beta sliding clamp,,ECK3693,
b3702,dnaA,chromosomal replication initiator protein DnaA,,ECK3694,
b4757,ysdD,protein YsdD,,ECK4614,
b3703,rpmH,50S ribosomal subunit protein L34,,ECK3695; rimA; ssaF,
b3704,rnpA,RNase P protein component,,ECK3696,3.1.26.5
b4557,yidD,membrane protein insertion efficiency factor,,ECK3697,
b3705,yidC,membrane protein insertase YidC,,ECK3698,
b3706,mnmE,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,,ECK3699; thdF; trmE,
b3707,tnaC,tnaAB operon leader peptide,,ECK3700; tnaL,
b3708,tnaA,tryptophanase,,ECK3701; ind; tnaR,4.1.99.1; 4.4.1.1
b3709,tnaB,tryptophan:H(+) symporter TnaB,,ECK3702; tnaP; trpP,
b3710,mdtL,efflux pump MdtL,,ECK3703; yidY,
b3711,yidZ,DNA-binding transcriptional dual regulator YidZ,,ECK3704,
b3712,yieE,putative phosphopantetheinyl transferase,,ECK3705,
b3713,yieF,quinone reductase,,chrR; ECK3706,
b3714,adeP,adenine:H(+) symporter,,ECK3707; purP; yieG,
b3715,yieH,6-phosphogluconate phosphatase,,ECK3708,
b3716,cbrB,putative inner membrane protein,,ECK3709; yieI,
b3717,cbrC,PF03691 family colicin E2 tolerance protein CbrC,,ECK3710; yieJ,
b3718,yieK,putative glucosamine-6-phosphate deaminase YieK,,ECK3711,
b3719,yieL,putative hydrolase YieL,,ECK3712,
b3720,bglH,cryptic carbohydrate-specific outer membrane porin,,ECK3713; yieC,
b3721,bglB,cryptic 6-phospho-beta-glucosidase B,,blgA; ECK3714,3.2.1.86
b3722,bglF,cryptic beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,,bglS; ECK3715,2.7.1.199
b3723,bglG,transcriptional antiterminator BglG,,bglC; ECK3716,
b3724,phoU,negative regulator of the pho regulon,,ECK3717; phoT; pst,
b3725,pstB,phosphate ABC transporter ATP binding subunit,,ECK3718; phoT,7.3.2.1
b3726,pstA,phosphate ABC transporter membrane subunit PstA,,ECK3719; phoR2; phoR2b; phoT; R2pho,7.3.2.1
b3727,pstC,phosphate ABC transporter membrane subunit PstC,,ECK3720; phoW,7.3.2.1
b3728,pstS,phosphate ABC transporter periplasmic binding protein,,ECK3721; nmpA; phoR2a; phoS; R2pho; T,7.3.2.1
b3729,glmS,L-glutamine--D-fructose-6-phosphate aminotransferase,,ECK3722,2.6.1.16
b3730,glmU,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,,ECK3723; yieA,2.3.1.157; 2.7.7.23
b3731,atpC,ATP synthase F1 complex subunit epsilon,,ECK3724; papG; uncC,7.1.2.2
b3732,atpD,ATP synthase F1 complex subunit beta,,ECK3725; papB; uncD,7.1.2.2
b3733,atpG,ATP synthase F1 complex subunit gamma,,ECK3726; papC; uncG,7.1.2.2
b3734,atpA,ATP synthase F1 complex subunit alpha,,ECK3727; papA; uncA,7.1.2.2
b3735,atpH,ATP synthase F1 complex subunit delta,,ECK3728; papE; uncH,7.1.2.2
b3736,atpF,ATP synthase Fo complex subunit b,,ECK3729; papF; uncF,7.1.2.2
b3737,atpE,ATP synthase Fo complex subunit c,,ECK3730; papH; uncE,7.1.2.2
b3738,atpB,ATP synthase Fo complex subunit a,,ECK3731; papD; uncB,7.1.2.2
b3739,atpI,ATP synthase accessory factor AtpI,,ECK3732; uncI,
b3740,rsmG,16S rRNA m(7)G527 methyltransferase,,ECK3733; gidB,2.1.1.170
b3741,mnmG,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,,ECK3734; gidA; trmF,
b3742,mioC,flavoprotein MioC,,ECK3736; yieB,
b3743,asnC,DNA-binding transcriptional dual regulator AsnC,,ECK3737,
b3744,asnA,asparagine synthetase A,,ECK3738,6.3.1.1
b3745,viaA,protein ViaA,,ECK3739; yieD; yieD_1; yieD_2; yieM,
b3746,ravA,regulatory ATPase RavA,,ECK3740; yieN,3.6.4.10
b3747,kup,K(+):H(+) symporter Kup,,ECK3741; trkD,
b3748,rbsD,D-ribose pyranase,,ECK3742; rbsP,5.4.99.62
b3749,rbsA,ribose ABC transporter ATP binding subunit,,ECK3743; rbsP; rbsT,
b3750,rbsC,ribose ABC transporter membrane subunit,,ECK3744; rbsP; rbsT,
b3751,rbsB,ribose ABC transporter periplasmic binding protein,,ECK3745; prlB; rbsP,
b4804,rbsZ,small regulatory RNA RbsZ,,ECK4661,
b3752,rbsK,ribokinase,,ECK3746,2.7.1.15
b3753,rbsR,DNA-binding transcriptional dual regulator RbsR,,ECK3747,
b3754,hsrA,putative transporter HsrA,,ECK3748; yieO,
b3755,yieP,DNA-binding transcriptional dual regulator YieP,,ECK3749,
b3756,rrsC,16S ribosomal RNA,,ECK3750,
b3757,gltU,tRNA-Glu,,ECK3751; tgtC,
b3758,rrlC,23S ribosomal RNA,,ECK3752,
b3759,rrfC,5S ribosomal RNA,,ECK3753,
b3760,aspT,tRNA-Asp,,ECK3754; tasC,
b3761,trpT,tRNA-Trp,,ECK3755; su7; su8; su9; supU; supV,
b4480,hdfR,DNA-binding transcriptional dual regulator HdfR,,b3762; b3763; ECK3756; yifA; yifD,
b3764,maoP,macrodomain Ori protein,,ECK3757; yifE,
b3765,yifB,putative magnesium chelatase YifB,,ECK3758,
b3766,ilvL,ilvXGMEDA operon leader peptide,,ECK3759,
b4669,ilvX,uncharacterized protein IlvX,,ECK4484,
b4488,ilvG,,,b3767; b3768; ECK3760; ilvO,
b3769,ilvM,acetolactate synthase II subunit IlvM,,ECK3761,2.2.1.6
b3770,ilvE,branched-chain-amino-acid aminotransferase,,ECK3762,2.6.1.27; 2.6.1.42
b3771,ilvD,dihydroxy-acid dehydratase,,ECK3763,4.2.1.9
b3772,ilvA,threonine deaminase,,ECK3764; ile,4.3.1.19
b3773,ilvY,DNA-binding transcriptional dual regulator IlvY,,ECK3765,
b3774,ilvC,ketol-acid reductoisomerase (NADP(+)),,ECK3766,1.1.1.169; 1.1.1.86
b3775,ppiC,peptidyl-prolyl cis-trans isomerase C,,ECK3767; parvA,5.2.1.8
b3777,yifN,,,ECK3768; ECK3769; yifO,
b3778,rep,ATP-dependent DNA helicase Rep,,dasC; ECK3770; mbrA; mmrA,5.6.2.4
b3779,gpp,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",,ECK3771; gppA,3.6.1.40
b3780,rhlB,ATP-dependent RNA helicase RhlB,,ECK3772; mmrA,5.6.2.7
b3781,trxA,thioredoxin 1,,dasC; ECK3773; fipA; tsnC,
b3782,rhoL,rho operon leader peptide,,ECK3774,
b3783,rho,transcription termination factor Rho,,ECK3775; nitA; nusD; psu; psuA; rnsC; sbaA; sun; tsu,
b3784,wecA,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,,ECK3776; rfe,2.7.8.33
b3785,wzzE,enterobacterial common antigen polysaccharide co-polymerase,,ECK3777; wzz; yifC,
b3786,wecB,UDP-N-acetylglucosamine 2-epimerase,,ECK3778; mnaA; nfrC; rffE; yifF,5.1.3.14
b3787,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,ECK3779; mnaB; rff; rffD,1.1.1.336
b3788,rffG,"dTDP-glucose 4,6-dehydratase 2",,ECK3780; rff,4.2.1.46
b3789,rffH,glucose-1-phosphate thymidylyltransferase 2,,ECK3781; yifG,2.7.7.24
b3790,rffC,"dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase",,ECK3782; rff; wecD; yifH,2.3.1.210
b3791,wecE,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,,ECK3783; fcnA; rff; rffA; yifI,2.6.1.59
b3792,wzxE,lipid IIIECA flippase,,ECK3784; wzx; yifJ,
b4481,wecF,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,,b4404; b4405; ECK3785; rff; rffT; yifM,2.4.1.325
b3793,wzyE,enterobacterial common antigen polymerase,,ECK3786; rffT,
b3794,rffM,UDP-N-acetyl-D-mannosaminuronic acid transferase,,ECK3787; rff; wecG,2.4.1.180
b3795,thrP,threonine/serine:H(+) symporter ThrP,,ECK3788; yifK,
b3796,argX,tRNA-Arg,,ECK3789,
b3797,hisR,tRNA-His,,ECK3790; hisT,
b3798,leuT,tRNA-Leu,,ECK3791,
