gene_id,Symbol,product,,gene_synonym,EC_number
b0863,artI,putative ABC transporter periplasmic binding protein ArtI,,ECK0854,
b0864,artP,L-arginine ABC transporter ATP binding subunit,,ECK0855,7.4.2.1
b0865,ybjP,DUF3828 domain-containing lipoprotein YbjP,,ECK0856,
b0866,ybjQ,putative heavy metal binding protein YbjQ,,ECK0857,
b0867,amiD,N-acetylmuramoyl-L-alanine amidase D,,ECK0858; ybjR,3.5.1.28
b0868,ybjS,putative epimerase YbjS,,ECK0859,
b0869,ybjT,putative NAD(P)-binding protein YbjT,,ECK0860,
b0870,ltaE,low-specificity L-threonine aldolase,,ECK0861; ltaA; ybjU,4.1.2.26; 4.1.2.48
b0871,poxB,pyruvate oxidase,,ECK0862,1.2.5.1
b0872,hcr,NADH oxidoreductase,,ECK0863; ybjV,
b0873,hcp,protein S-nitrosylase,,ECK0864; priS; ybjW,1.7.99.1
b0874,lysO,L-lysine/thialysine exporter,,ECK0865; ybjE,
b0875,aqpZ,water channel AqpZ,,bniP; ECK0866,
b0876,ybjD,DUF2813 domain-containing protein YbjD,,ECK0867,
b0877,ybjX,DUF535 domain-containing protein YbjX,,ECK0868,
b0878,macA,ABC-type tripartite efflux pump membrane fusion protein,,ECK0869; ybjY,
b0879,macB,ABC-type tripartite efflux pump ATP binding/membrane subunit,,ECK0870; ybjZ,
b0880,cspD,DNA replication inhibitor CspD,,cspH; ECK0871; ybjA,
b4770,yljB,protein YljB,,ECK4627,
b0881,clpS,specificity factor for ClpA-ClpP chaperone-protease complex,,ECK0872; yljA,
b0882,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,,ECK0873; lopD,3.4.21.92
b0883,serW,tRNA-Ser,,ECK0874,
b0884,infA,translation initiation factor IF-1,,bypA1; ECK0875,
b0885,aat,leucyl/phenylalanyl-tRNA--protein transferase,,ECK0876; ycaA,2.3.2.6
b0886,cydC,heme ABC transporter subunit CydC,,ECK0877; mdrA; mdrH; surB; ycaB,
b0887,cydD,heme ABC transporter subunit CydD,,ECK0878; htrD,
b0888,trxB,thioredoxin reductase,,ECK0879; trxR,1.8.1.9
b0889,lrp,DNA-binding transcriptional dual regulator Lrp,,alsB; ECK0880; ihb; livR; lrs; lss; lstR; mbf; oppI; rblA,
b0890,ftsK,cell division DNA translocase FtsK,,dinH; ECK0881,
b0891,lolA,outer membrane lipoprotein carrier protein,,ECK0882; lplA; yzzV,
b0892,rarA,replication-associated recombination protein A,,ECK0883; mgsA; ycaJ,
b0893,serS,serine--tRNA ligase,,ECK0884,6.1.1.11
b0894,dmsA,dimethyl sulfoxide reductase subunit A,,ECK0885,1.8.5.3
b0895,dmsB,dimethyl sulfoxide reductase subunit B,,ECK0886,1.8.5.3
b0896,dmsC,dimethyl sulfoxide reductase subunit C,,ECK0887,1.8.5.3
b0897,ycaC,putative hydrolase YcaC,,ECK0888,
b0898,ycaD,putative transporter YcaD,,ECK0889,
b0899,ycaM,putative transporter YcaM,,ECK0890,
b0900,ycaN,putative DNA-binding transcriptional regulator YcaN,,ECK0891,
b0901,ycaK,putative oxidoreductase YcaK,,ECK0892,
b0902,pflA,pyruvate formate-lyase activating enzyme,,act; ECK0893,1.97.1.4
b0903,pflB,pyruvate formate-lyase,,ECK0894; pfl,2.3.1.54
b0904,focA,formate channel FocA,,ECK0895; ycaE,
b0905,ycaO,ribosomal protein S12 methylthiotransferase accessory factor YcaO,,ECK0896,3.6.1.8
b0906,ycaP,DUF421 domain-containing protein YcaP,,ECK0897,
b0907,serC,phosphoserine/phosphohydroxythreonine aminotransferase,,ECK0898; pdxC; pdxF,2.6.1.17; 2.6.1.52
b0908,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,,ECK0899,2.5.1.19
b0909,ycaL,periplasmic protease YcaL,,ECK0900,
b0910,cmk,cytidylate kinase,,ECK0901; mssA; ycaF; ycaG,2.7.4.25
b0911,rpsA,30S ribosomal subunit protein S1,,ECK0902; ssyF,
b0912,ihfB,integration host factor subunit beta,,ECK0903; himD; hip,
b0913,ycaI,metallo-beta-lactamase superfamily inner membrane protein YcaI,,ECK0904,
b0914,msbA,ATP-binding lipopolysaccharide transport protein,,ECK0905,7.5.2.6
b0915,lpxK,tetraacyldisaccharide 4'-kinase,,ECK0906; ycaH,2.7.1.130
b0916,ycaQ,interstrand DNA crosslink repair glycosylase,,alkZ; ECK0907,
b0917,ycaR,PF03966 family protein YcaR,,ECK0908,
b0918,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,,ECK0909,2.7.7.38
b0919,ycbJ,putative phosphotransferase YcbJ,,ECK0910,
b0920,elyC,envelope biogenesis factor,,ECK0911; ycbC,
b0921,cmoM,tRNA cmo(5)U34 methyltransferase,,ECK0912; smtA; ycbD,
b0922,mukF,chromosome partitioning protein MukF,,ECK0913; kicB,
b0923,mukE,chromosome partitioning protein MukE,,ECK0914; kicA; ycbA,
b0924,mukB,chromosome partitioning protein MukB,,ECK0915,
b0925,ldtD,"L,D-transpeptidase LdtD",,ECK0916; ycbB,
b0926,mepK,"peptidoglycan L,D-endopeptidase",,ECK0917; ycbK,
b0927,gloC,hydroxyacylglutathione hydrolase GloC,,ECK0918; ycbL,3.1.2.6
b0928,aspC,aspartate aminotransferase,,ECK0919,2.6.1.1; 2.6.1.3; 2.6.1.5; 2.6.1.7
b0929,ompF,outer membrane porin F,,cmlB; cry; ECK0920; nfxB; tolF,
b0930,asnS,asparagine--tRNA ligase,,ECK0921; lcs; tss,6.1.1.22
b0931,pncB,nicotinate phosphoribosyltransferase,,ECK0922,6.3.4.21
b0932,pepN,aminopeptidase N,,ECK0923,3.4.11.2
b0933,ssuB,aliphatic sulfonate ABC transporter ATP binding subunit,,ECK0924; ycbE,7.6.2.14
b0934,ssuC,aliphatic sulfonate ABC transporter membrane subunit,,ECK0925; ycbM,7.6.2.14
b0935,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,,ECK0926; ssi6; ycbN,1.14.14.5
b0936,ssuA,aliphatic sulfonate ABC transporter periplasmic binding protein,,ECK0927; ycbO,7.6.2.14
b0937,ssuE,NADPH-dependent FMN reductase,,ECK0928; ssi4; ycbP,1.5.1.38
b0938,elfA,putative laminin-binding fimbrial subunit,,ECK0929; ycbQ,
b0939,elfD,putative fimbrial chaperone ElfD,,ECK0930; ycbR,
b0940,elfC,putative fimbrial usher protein ElfC,,ECK0931; ycbS,
b0941,elfG,putative fimbrial-like adhesin protein,,ECK0932; ycbT,
b0942,ycbU,putative fimbrial protein YcbU,,ECK0933,
b0943,ycbV,putative fimbrial protein YcbV,,ECK0934,
b0944,ycbF,putative fimbrial chaperone YcbF,,ECK0935,
b0945,pyrD,"dihydroorotate dehydrogenase, type 2",,ECK0936,1.3.5.2
b0946,zapC,cell division protein ZapC,,ECK0937; ycbW,
b0947,ycbX,6-N-hydroxylaminopurine resistance protein,,ECK0938,
b0948,rlmL,fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase,,ECK0939; rlmK; rlmKL; ycbY,2.1.1.173; 2.1.1.264
b0949,uup,ATP-binding protein Uup,,ECK0940; ycbH; ycbI,
b0950,pqiA,intermembrane transport protein PqiA,,ECK0941; pqi5; pqi5A,
b0951,pqiB,intermembrane transport protein PqiB,,ECK0942; pqi5; pqi5B,
b0952,pqiC,intermembrane transport lipoprotein PqiC,,ECK0943; ymbA,
b0953,rmf,ribosome modulation factor,,ECK0944; res; rimF,
b0954,fabA,beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase,,ECK0945,4.2.1.59; 5.3.3.14
b0955,ycbZ,putative ATP-dependent protease YcbZ,,ECK0946,
b0956,matP,macrodomain Ter protein,,ECK0947; ycbG,
b0957,ompA,outer membrane protein A,,con; ECK0948; tolG; tut,
b0958,sulA,cell division inhibitor SulA,,ECK0949; sfiA; suf,
b0959,sxy,transcriptional coactivator for CRP,,ECK0950; yccR,
b0960,yccS,putative transporter YccS,,ECK0951,
b0961,yccF,PF03733 family inner membrane protein YccF,,ECK0952,
b0962,helD,DNA helicase IV,,ECK0953; srjB,5.6.2.4
b0963,mgsA,methylglyoxal synthase,,ECK0954; mgs; yccG,4.2.3.3
b0964,csgI,curli synthesis inhibitor,,ECK0955; yccT,
b0965,yccU,putative HspQ acetyl donor,,ECK0956,
b0966,hspQ,heat shock protein HspQ,,ECK0957; yccV,
b0967,rlmI,23S rRNA m(5)C1962 methyltransferase,,ECK0958; yccW,2.1.1.191
b0968,yccX,acylphosphatase,,ECK0959,3.6.1.7
b0969,tusE,sulfur transfer protein TusE,,ECK0960; yccK,
b0970,yccA,modulator of FtsH protease,,ECK0961,
b0971,serT,tRNA-Ser,,divE; ECK0962,
b0972,hyaA,hydrogenase 1 small subunit,,ECK0963,1.12.5.1
b0973,hyaB,hydrogenase 1 large subunit,,ECK0964,1.12.5.1
b0974,hyaC,hydrogenase 1 cytochrome b subunit,,cybH; ECK0965,1.12.5.1
b0975,hyaD,putative hydrogenase 1 maturation protease HyaD,,ECK0966,
b0976,hyaE,putative HyaA chaperone,,ECK0967,
b0977,hyaF,protein HyaF,,ECK0968,
b0978,appC,cytochrome bd-II subunit 1,,cbdA; cyxA; ECK0969,7.1.1.7
b0979,appB,cytochrome bd-II subunit 2,,cbdB; cyxB; ECK0970,7.1.1.7
b4592,appX,cytochrome bd-II accessory subunit AppX,,cbdX; ECK4402; yccB,7.1.1.7
b0980,appA,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,,ECK0971,
b0981,etk,protein-tyrosine kinase Etk,,ECK0972; yccC,
b0982,etp,phosphotyrosine-protein phosphatase Etp,,ECK0973; yccY,3.1.3.48
b0983,gfcE,putative exopolysaccharide export lipoprotein GfcE,,ECK0974; yccZ,
b0984,gfcD,putative lipoprotein GfcD,,ECK0975; ymcA,
b0985,gfcC,capsule biosynthesis GfcC family protein,,ECK0976; ymcB,
b0986,gfcB,lipoprotein GfcB,,ECK0977; ymcC,
b0987,gfcA,threonine-rich inner membrane protein GfcA,,ECK0978; ymcD,
b4516,insA4,IS1 protein InsA,,ECK0023,
b0988,insB4,IS1 protein InsB,,ECK0022,
b0989,cspH,CspA family protein CspH,,cspK; ECK0979,
b0990,cspG,cold shock protein CspG,,ECK0980,
b4723,ymcF,protein YmcF,,ECK4580,
b0991,ymcE,protein YmcE,,ECK0981,
b4517,gnsA,putative phosphatidylethanolamine synthesis regulator GnsA,,ECK0982; sfa; yccL,
b0992,yccM,putative electron transport protein YccM,,ECK0983,
b0993,torS,sensor histidine kinase TorS,,ECK0984; yccI,2.7.13.3
b0994,torT,periplasmic trimethylamine-N-oxide binding protein,,ECK0985; yccH,
b0995,torR,DNA-binding transcriptional dual regulator TorR,,ECK0986,
b0996,torC,cytochrome c menaquinol dehydrogenase TorC,,ECK0987,
b0997,torA,trimethylamine N-oxide reductase 1,,ECK0988,
b0998,torD,trimethylamine-N-oxide reductase-specific chaperone,,ECK0989,
b0999,cbpM,chaperone modulator CbpM,,ECK0990; yccD,
b1000,cbpA,curved DNA-binding protein,,ECK0991,
b1001,yccE,uncharacterized protein YccE,,ECK0992,
b1002,agp,glucose-1-phosphatase,,ECK0993,3.1.3.10; 3.1.3.62; 3.1.3.8
b1003,yccJ,PF13993 family protein YccJ,,ECK0994,
b1004,wrbA,NAD(P)H:quinone oxidoreductase,,ECK0995,
b4518,ymdF,stress-induced bacterial acidophilic repeat motifs-containing protein YmdF,,ECK0996,
b1006,rutG,pyrimidine:H(+) symporter,,ECK0997; ycdG,
b1007,rutF,FMN reductase RutF,,ECK0998; ycdH,1.5.1.42
b1008,rutE,putative malonic semialdehyde reductase,,ECK0999; ycdI,1.1.1.298
b1009,rutD,putative aminoacrylate hydrolase RutD,,ECK1000; ycdJ,
b1010,rutC,3-aminoacrylate deaminase,,ECK1001; ycdK,
b1011,rutB,ureidoacrylate amidohydrolase,,ECK1002; ycdL,
b1012,rutA,pyrimidine monooxygenase RutA,,ECK1003; ycdM,1.14.99.46
b1013,rutR,DNA-binding transcriptional regulator RutR,,ECK1004; ycdC,
b1014,putA,fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA,,ECK1005; poaA; putC,1.2.1.88; 1.5.5.2
b4737,ymdG,protein YmdG,,ECK4594,
b1015,putP,proline:Na(+) symporter,,ECK1006; putC,
b4490,efeU,,,b1016; b1017; ECK1007; ycdN,
b1018,efeO,Fe(2(+)) transport system protein EfeO,,ECK1008; ycdO,
b1019,efeB,heme-containing peroxidase/deferrochelatase,,ECK1009; ycdB,4.98.1.1
b1020,phoH,ATP-binding protein PhoH,,ECK1010; psiH,
b1021,pgaD,poly-N-acetyl-D-glucosamine synthase subunit PgaD,,ECK1011; hmsS; ycdP,
b1022,pgaC,poly-N-acetyl-D-glucosamine synthase subunit PgaC,,ECK1012; hmsR; ycdQ,
b1023,pgaB,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase and beta-1,6 glycoside hydrolase",,ECK1013; hmsF; ycdR,
b1024,pgaA,"partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine export outer membrane porin",,ECK1014; hmsH; ycdS,
b1025,dgcT,putative diguanylate cyclase DgcT,,ECK1015; ycdT,2.7.7.65
b1026,insF4,IS3 element protein InsF,,ECK0299; tra5-3,
b1027,insE4,IS3 element protein InsE,,ECK0298,
b1028,ymdE,,,ECK1016,
b1029,ycdU,uncharacterized protein YcdU,,ECK1017,
b1032,serX,tRNA-Ser,,ECK1018,
b1033,ghrA,glyoxylate/hydroxypyruvate reductase A,,ECK1019; ycdW,1.1.1.79
b1034,ycdX,zinc-binding phosphatase YcdX,,ECK1020,
b1035,ycdY,chaperone protein YcdY,,ECK1021,
b1036,ycdZ,inner membrane protein YcdZ,,ECK1022; nupT,
b1037,csgG,curli secretion channel,,ECK1023,
b1038,csgF,curli assembly component CsgF,,ECK1024,
b1039,csgE,curli assembly component CsgE,,ECK1025,
b1040,csgD,DNA-binding transcriptional dual regulator CsgD,,ECK1026,
b1041,csgB,"curlin, minor subunit",,ECK1027,
b1042,csgA,curlin,,ECK1028,
b1043,csgC,curlin chaperone,,ECK1029; ycdE,
b1044,ymdA,uncharacterized protein YmdA,,ECK1030,
b1045,ymdB,"2'-O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",,ECK1031,3.1.1.106
b1046,clsC,cardiolipin synthase C,,ECK1032; ymdC,2.7.8.41
b1047,opgC,osmoregulated periplasmic glucans (OPG) biosynthesis protein C,,ECK1033; mdoC; ymdD,
b1048,opgG,osmoregulated periplasmic glucans biosynthesis protein G,,ECK1034; mdoA; mdoG,
b1049,opgH,osmoregulated periplasmic glucans biosynthesis protein H,,ECK1035; mdoA; mdoH,
b1050,yceK,DUF1375 domain-containing lipoprotein YceK,,ECK1036,
b1051,msyB,acidic protein MsyB,,ECK1037,
b1053,mdtG,efflux pump MdtG,,ECK1038; yceE,
b1054,lpxL,lauroyl acyltransferase,,ECK1039; htrB; waaM,2.3.1.241
b1055,trhO,tRNA U34 hydroxylase TrhO,,ECK1040; yceA,
b1056,yceI,protein YceI,,ECK1041,
b1057,yceJ,putative cytochrome b561 YceJ,,ECK1042,
b1058,yceO,DUF2770 domain-containing protein YceO,,ECK1043,
b1059,solA,N-methyl-L-tryptophan oxidase,,ECK1044,1.5.3.2
b1060,bssS,regulator of biofilm formation,,ECK1045; yceP,
b1061,dinI,DNA damage-inducible protein I,,ECK1046,
b1062,pyrC,dihydroorotase,,ECK1047,3.5.2.3
b1063,yceB,putative lipid-binding lipoprotein YceB,,ECK1048,
b1064,grxB,reduced glutaredoxin 2,,ECK1049,1.8.4.2
b1065,mdtH,multidrug efflux pump MdtH,,ECK1050; yceL,
b1066,rimJ,ribosomal-protein-S5-alanine N-acetyltransferase,,ECK1051; tcp,2.3.1.267
b1067,yceH,DUF480 domain-containing protein YceH,,ECK1052,
b1068,yceM,putative oxidoreductase YceM,,ECK1053; mviM,
b1069,murJ,lipid II flippase MurJ,,ECK1054; mviN; yceN,
b1070,flgN,flagellar biosynthesis protein FlgN,,ECK1055,
b1071,flgM,anti-sigma factor for FliA (sigma(28)),,ECK1056,
b1072,flgA,flagellar basal body P-ring formation protein FlgA,,ECK1057; flaU,
b1073,flgB,flagellar basal-body rod protein FlgB,,ECK1058; flbA,
b1074,flgC,flagellar basal-body rod protein FlgC,,ECK1059; flaW,
b1075,flgD,"flagellar biosynthesis, initiation of hook assembly",,ECK1060; flaV,
b1076,flgE,flagellar hook protein FlgE,,ECK1061; flaK,
b1077,flgF,flagellar basal-body rod protein FlgF,,ECK1062; flaX,
b1078,flgG,flagellar basal-body rod protein FlgG,,ECK1063; flaL,
b1079,flgH,flagellar L-ring protein,,ECK1064; flaY,
b1080,flgI,flagellar P-ring protein,,ECK1065; flaM,
b1081,flgJ,putative peptidoglycan hydrolase FlgJ,,ECK1066; flaZ,
b1082,flgK,flagellar hook-filament junction protein 1,,ECK1067; flaS,
b1083,flgL,flagellar hook-filament junction protein 2,,ECK1068; flaT,
b4826,flgO,small RNA FlgO,,ECK4683,
b1084,rne,ribonuclease E,,ams; ECK1069; hmp1; smbB,3.1.26.12
b1085,yceQ,DUF2655 domain-containing protein YceQ,,ECK1070,
b1086,rluC,23S rRNA pseudouridine(955/2504/2580) synthase,,ECK1071; yceC,5.4.99.24
b1087,yceF,m(7)GTP pyrophosphatase,,ECK1072,
b4418,sraB,small RNA SraB,,ECK1073; pke20; psrA4; psrD,
b1088,yceD,DUF177 domain-containing protein YceD,,ECK1074,
b1089,rpmF,50S ribosomal subunit protein L32,,ECK1075,
b1090,plsX,putative phosphate acyltransferase,,ECK1076,2.3.1.274
b1091,fabH,3-oxoacyl-[acyl carrier protein] synthase 3,,ECK1077,2.3.1.180; 2.3.1.38
b1092,fabD,[acyl-carrier-protein] S-malonyltransferase,,ECK1078; tfpA,2.3.1.39
b1093,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,,ECK1079,1.1.1.100
b1094,acpP,acyl carrier protein,,ECK1080,
b1095,fabF,3-oxoacyl-[acyl carrier protein] synthase 2,,cvc; ECK1081; fabJ; vtr; vtrB,2.3.1.179
b1096,pabC,aminodeoxychorismate lyase,,ECK1082,4.1.3.38
b1097,mltG,endolytic murein transglycosylase,,ECK1083; yceG,
b1098,tmk,Tmk,,ECK1084; ycfG,2.7.4.9
b1099,holB,DNA polymerase III subunit delta',,ECK1085,
b1100,ycfH,putative metal-dependent hydrolase YcfH,,ECK1086,
b1101,ptsG,glucose-specific PTS enzyme IIBC component,,car; cat; catB2; CR; ECK1087; glcA; gptA; tgl; umg; umgC,2.7.1.199
b1102,fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,,ECK1088,
b1103,hinT,purine nucleoside phosphoramidase,,ECK1089; ycfF,
b1104,ycfL,DUF1425 domain-containing protein YcfL,,ECK1090,
b1105,lpoB,outer membrane lipoprotein - activator of MrcB activity,,ECK1091; ycfM,
b1106,thiK,thiamine kinase,,ECK1092; ycfN,2.7.1.89
b1107,nagZ,beta-N-acetylglucosaminidase,,ECK1093; ycfO,
b1108,ycfP,PF05728 family protein YcfP,,ECK1094,
b1109,ndh,NADH:quinone oxidoreductase II,,ECK1095,1.6.5.9
b1110,ycfJ,PF05433 family protein YcfJ,,ECK1096,
b1111,comR,DNA-binding transcriptional repressor ComR,,ECK1097; ycfQ,
b1112,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,,comC; ECK1098; ycfR,
b4832,bhsB,small RNA BhsB,,ECK4689,
b1113,ldtC,"L,D-transpeptidase LdtC",,ECK1099; ycfS,
b1114,mfd,transcription-repair coupling factor,,ECK1100,
b1115,ycfT,inner membrane protein YcfT,,ECK1101,
b1116,lolC,lipoprotein release complex - inner membrane subunit,,ECK1102; ycfU,
b1117,lolD,lipoprotein release complex - ATP binding subunit,,ECK1103; ycfV,
b1118,lolE,lipoprotein release complex - inner membrane subunit,,ECK1104; ycfW,
b1119,nagK,N-acetyl-D-glucosamine kinase,,ECK1105; ycfX,2.7.1.59
b1120,cobB,protein-lysine deacetylase/desuccinylase/lipoamidase; CobB-S,,ECK1106; ycfY,
b1121,ycfZ,putative inner membrane protein YcfZ,,ECK1107,
b1122,ymfA,putative inner membrane protein YmfA,,ECK1108,
b1123,potD,spermidine preferential ABC transporter periplasmic binding protein,,ECK1109,7.6.2.11
b1124,potC,spermidine preferential ABC transporter membrane subunit PotC,,ECK1110,7.6.2.11
b1125,potB,spermidine preferential ABC transporter membrane subunit PotB,,ECK1111,7.6.2.11
b1126,potA,spermidine preferential ABC transporter ATP binding subunit,,ECK1112,7.6.2.11
b1127,pepT,peptidase T,,ECK1113,3.4.11.4
b1128,roxA,50S ribosomal protein L16-arginine 3-hydroxylase,,ECK1114; ycfD,1.14.11.47
b1129,phoQ,sensor histidine kinase PhoQ,,ECK1115,2.7.13.3
b1130,phoP,DNA-binding transcriptional dual regulator PhoP,,ECK1116,
b4843,asphoP,small antisense RNA AsphoP,,ECK4700,
b1131,purB,adenylosuccinate lyase,,ade; ade(h); ECK1117,4.3.2.2
b1132,hflD,lysogenization regulator,,ECK1118; hslZ; ycfC,
b1133,mnmA,tRNA-specific 2-thiouridylase,,asuE; ECK1119; trmU; ycfB,2.8.1.13
b1134,nudJ,phosphatase NudJ,,ECK1120; ymfB,3.6.1.42; 3.6.1.76
b1135,rluE,23S rRNA pseudouridine(2457) synthase,,ECK1121; ymfC,5.4.99.20
b1136,icd,isocitrate dehydrogenase,,ECK1122; icdA; icdE,1.1.1.42
b4806,C0293,small regulatory RNA C0293,,ECK4663,
b1137,ymfD,putative SAM-dependent methyltransferase YmfD,,ECK1123,
b1138,ymfE,uncharacterized protein YmfE,,ECK1124,
b1139,lit,cell death peptidase Lit,,ECK1125,
b1140,intE,putative integrase,,ECK1126; int(Lambda); ycfI,
b1141,xisE,putative excisionase,,ECK1127; ymfG,
b1142,ymfH,putative protein YmfH,,ECK1128,
b1143,ymfI,uncharacterized protein YmfI,,ECK1129,
b1144,ymfJ,uncharacterized protein YmfJ,,ECK1130,
b1145,ymfK,putative repressor protein YmfK,,cohE; ECK1131,
b1146,ymfT,putative DNA-binding transcriptional regulator YmfT,,croE; ECK1132,
b1147,ymfL,uncharacterized protein YmfL,,ECK1133,
b1148,ymfM,cell division inhibitor YmfM,,ECK1134; sfiC,
b1149,ymfN,chimeric replication protein/phage terminase YmfN,,ECK1135,
b4692,oweE,,,ECK4507,
b4693,aaaE,,,ECK1135,
b1150,ymfR,IPR020297 domain-containing protein YmfR,,ECK1136,
b1151,beeE,protein BeeE,,ECK1137; ymfO,
b1152,jayE,,,ECK1138; ymfP,
b1153,ymfQ,DUF2313 domain-containing protein YmfQ,,ECK1139,
b1154,ycfK,protein StfP,,ECK1140; stfP,
b1155,tfaP,putative tail fiber assembly protein TfaP,,ECK1141; ymfS,
b1156,tfaE,putative tail fiber assembly protein TfaE,,ECK1142; ycfA,
b1157,stfE,,,ECK1143; ycfE,
b1158,pinE,site-specific DNA recombinase,,ECK1144; pin,
b1159,mcrA,Type IV methyl-directed restriction enzyme EcoKMcrA,,ECK1145; rglA,
b4519,icdC,,,ECK1146,
b1160,iraM,anti-adaptor protein IraM,,ECK1147; elb1; elbA; ycgW,
b4738,ymgK,protein YmgK,,ECK4595,
b4739,ymgL,protein YmgL,,ECK4596,
b1161,ycgX,DUF1398 domain-containing protein YcgX,,ECK1148,
b1162,bluR,DNA-binding transcriptional repressor BluR,,ECK1149; ycgE,
b1163,bluF,blue light- and temperature-regulated antirepressor BluF,,ECK1150; ycgF,
b1164,ycgZ,putative two-component system connector protein YcgZ,,ECK1151,
b1165,ymgA,putative two-component system connector protein YmgA,,ECK1152,
b1166,ariR,putative two-component system connector protein AriR,,ECK1153; ymgB,
b1167,ymgC,protein YmgC,,ECK1154,
b1168,pdeG,putative cyclic di-GMP phosphodiesterase PdeG,,ECK1155; ycgG,
b4520,ymgF,division septum component YmgF,,ECK1156,
b4491,ycgH,,,b1169; b1170; ECK1157,
b1171,ymgD,PF16456 family protein YmgD,,ECK1158,
b1172,ymgG,PF13436 family protein YmgG,,ECK1159,
b4593,ymgI,uncharacterized protein YmgI,,ECK4403,
b4594,ymgJ,uncharacterized protein YmgJ,,ECK4404,
b4521,ycgI,,,b1173; ECK1160; ECK1161; ymgH,
b1174,minE,Z-ring positioning protein MinE,,ECK1162; minB,
b1175,minD,Z-ring positioning protein MinD,,ECK1163; minB,
b1176,minC,Z-ring positioning protein MinC,,ECK1164; minB,
b1177,ycgJ,PF05666 family protein YcgJ,,ECK1165,
b1178,pliG,inhibitor of g-type lysozyme,,ECK1166; ycgK,
b4816,ymgN,protein YmgN,,ECK4673,
b1179,ycgL,PF05166 family protein YcgL,,ECK1167,
b1180,ycgM,oxaloacetate tautomerase,,ECK1168,5.3.2.2
b1181,ycgN,putative metal-chelating domain-containing protein YcgN,,ECK1169,
b1182,hlyE,hemolysin E,,clyA; ECK1170; hpr; sheA; ycgD,
b1183,umuD,DNA polymerase V protein UmuD,,ECK1171,2.7.7.7
b1184,umuC,DNA polymerase V catalytic protein,,ECK1172; uvm,2.7.7.7
b1185,dsbB,protein thiol:quinone oxidoreductase DsbB,,dsbX; ECK1173; iarB; rosB; roxB; ycgA,1.8.5.9
b1186,nhaB,Na(+):H(+) antiporter NhaB,,ECK1174,
b1187,fadR,DNA-binding transcriptional dual regulator FadR,,dec; ECK1175; ole; oleR; thdB,
b1188,ycgB,PF04293 family protein YcgB,,ECK1176,
b1189,dadA,D-amino acid dehydrogenase,,dadR; ECK1177,1.4.5.1
b1190,dadX,alanine racemase 2,,alnA; alnB; dadB; ECK1178,5.1.1.1; 5.1.1.10
b4740,ymgM,protein YmgM,,ECK4597,
b1191,cvrA,putative K(+):H(+) antiporter,,ECK1179; ycgO,
b1192,ldcA,murein tetrapeptide carboxypeptidase,,ECK1180; ycgQ,3.4.17.13
b1193,emtA,lytic murein transglycosylase E,,ECK1181; mltE; sltZ; ycgP,
b1194,ycgR,flagellar brake protein YcgR,,ECK1182,
b1195,ymgE,PF04226 family protein YmgE,,ECK1183; tag,
b1196,ycgY,uncharacterized protein YcgY,,ECK1184,
b1197,treA,periplasmic trehalase,,ECK1185; osmA; tre,3.2.1.28
b1198,dhaM,dihydroxyacetone kinase subunit M,,dhaH; ECK1186; ptsD; ycgC,2.7.1.121
b1199,dhaL,dihydroxyacetone kinase subunit L,,dhaK2; ECK1187; ycgS; ysgS,2.7.1.121
